CATALOG NUMBER,IDENTIFICATION,COUNTRY,STATE,COUNTY,PRECISE LOCALITY,COLLECTOR(S),COLLECTING DATE,SEX,PREPS
M-173809,Sciurus nayaritensis chiricahue,USA,Arizona,Cochise Co.,0.25 miles west  of Southwestern Research Station,John W. Hardy,10-Jun-56,Male,"Skull
Skin "
M-173826,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,1 mile east of Southwestern Research Station,W. C. Miller,3-Jun-56,Female,"Skin
Skull "
M-173815,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,"1 mile east of Southwestern Research Station, 5150 ft",Paul S. Martin,4-Jul-56,Male,"Skull
Skin "
M-173807,Spermophilus variegatus grammusus,USA,Arizona,Cochise Co.,"1 mile east of Southwestern Research Station, Road past Maloney Ranch",John W. Hardy,18-Jul-56,Sex Unknown,"Skin
Skull "
M-173694,Myotis velifer brevis,USA,Arizona,Cochise Co.,1 mile north of Paradise,"P. S
M. Martin",8-Aug-56,Male,"Skull
Skin "
M-173664,Choeronycteris mexicana,USA,Arizona,Cochise Co.,"1 mile north of Paradise, 5300 ft",E. L. Cockrum,22-Jul-56,Male,"Skull
Skin "
M-207619,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,1 mile south of Onion Saddle,Sydney Anderson,7-Jul-64,Female,"Skull
Skin
Skeleton "
M-207620,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,1 mile south of Onion Saddle,Sydney Anderson,7-Jul-64,Female,"Skull
Skin
Skeleton "
M-207621,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,1 mile south of Onion Saddle,Sydney Anderson,7-Jul-64,Male,"Skeleton
Skin
Skull "
M-207654,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skeleton
Skin
Skull "
M-207655,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skeleton
Skin
Skull "
M-207656,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Female,"Skull
Skeleton "
M-207657,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Female,"Skeleton
Skull "
M-207658,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skeleton
Skull
Skin "
M-207659,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skin
Skull
Skeleton "
M-207660,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Female,"Skin
Skull
Skeleton "
M-207661,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skeleton
Skull
Skin "
M-207662,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skeleton
Skin
Skull "
M-207663,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Female,"Skin
Skeleton
Skull "
M-207664,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skull
Skeleton
Skin "
M-207665,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Female,"Skin
Skull
Skeleton "
M-207666,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Female,"Skull
Skeleton
Skin "
M-207667,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skin
Skeleton
Skull "
M-207668,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Female,"Skull
Skeleton
Skin "
M-207669,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skeleton
Skin
Skull "
M-207670,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skin
Skeleton
Skull "
M-207671,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Female,"Skin
Skull
Skeleton "
M-207672,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skeleton
Skull "
M-207673,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skull
Skeleton "
M-207674,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skull
Skeleton "
M-207677,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skull
Skeleton "
M-207678,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skull
Skeleton "
M-207679,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skull
Skeleton "
M-207680,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Female,"Skeleton
Skull "
M-207681,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skull
Skeleton "
M-207682,Peromyscus difficilis nasutus,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Male,"Skull
Skeleton "
M-207696,Neotoma mexicana mexicana,USA,Arizona,Cochise Co.,"1 mile south of Onion Saddle, Chiricahua Mountains",Sydney Anderson,7-Jul-64,Female,"Skeleton
Skin
Skull "
M-173687,Antrozous pallidus pallidus,USA,Arizona,Cochise Co.,1.5 miles north of Paradise,M. Martin,8-Aug-56,Female,"Skin
Skull "
M-173688,Antrozous pallidus pallidus,USA,Arizona,Cochise Co.,1.5 miles north of Paradise,M. Martin,4-Aug-56,Female,"Skull
Skin "
M-173689,Antrozous pallidus pallidus,USA,Arizona,Cochise Co.,1.5 miles north of Paradise,"P. S
M. Martin",8-Aug-56,Female,"Skull
Skin "
M-173666,Leptonycteris yerbabuenae,USA,Arizona,Cochise Co.,"1.5 miles north of Paradise, 5300 ft",E. L. Cockrum,22-Jul-56,Male,"Skull
Skin "
M-173667,Leptonycteris yerbabuenae,USA,Arizona,Cochise Co.,"1.5 miles north of Paradise, 5300 ft",E. L. Cockrum,22-Jul-56,Male,"Skull
Skin "
M-173668,Leptonycteris yerbabuenae,USA,Arizona,Cochise Co.,"1.5 miles north of Paradise, 5300 ft",E. L. Cockrum,22-Jul-56,Male,"Skull
Skin "
M-173669,Leptonycteris yerbabuenae,USA,Arizona,Cochise Co.,"1.5 miles north of Paradise, 5300 ft",E. L. Cockrum,22-Jul-56,Female,"Skull
Skin "
M-173670,Leptonycteris yerbabuenae,USA,Arizona,Cochise Co.,"1.5 miles north of Paradise, 5300 ft",E. L. Cockrum,22-Jul-56,Female,"Skull
Skin "
M-173671,Leptonycteris yerbabuenae,USA,Arizona,Cochise Co.,"1.5 miles north of Paradise, 5300 ft",E. L. Cockrum,22-Jul-56,Female,"Skull
Skin "
M-173672,Leptonycteris yerbabuenae,USA,Arizona,Cochise Co.,"1.5 miles north of Paradise, 5300 ft",E. L. Cockrum,22-Jul-56,Male,"Skull
Skin "
M-173673,Leptonycteris yerbabuenae,USA,Arizona,Cochise Co.,"1.5 miles north of Paradise, 5300 ft",E. L. Cockrum,22-Jul-56,Male,"Skull
Skin "
M-213688,Notiosorex crawfordi crawfordi,USA,Arizona,Cochise Co.,10 kilometers west of Sierra Vista,R. A. Mendey,5-Sep-79,Sex Unknown,Fluid
M-169593,Perognathus penicillatus eremicus,USA,New Mexico,Hidalgo Co.,"10 miles southeast of Portal, Arizona, dirt road by-pass",J. H. Kaufmann,16-Jul-55,Female,"Skin
Skull "
M-207629,Thomomys umbrinus collinus,USA,Arizona,Cochise Co.,"13 miles south southwest of Onion Saddle, Chiricahua Mountains",Sydney Anderson,26-Jun-64,Female,"Skin
Skeleton
Skull "
M-169559,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,"14 miles northwest of Portal, Barfoot Park",J. H. Kaufmann,27-Jun-55,Male,"Skin
Skull "
M-169560,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,"14 miles northwest of Portal, Barfoot Park",T. L. Poulson,27-Jun-55,Female,"Skin
Skull "
M-169561,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,"14 miles northwest of Portal, Barfoot Park",J. H. Kaufmann,27-Jun-55,Female,"Skin
Skull "
M-169558,Thomomys umbrinus collinus,USA,Arizona,Cochise Co.,"14 miles northwest of Portal, Barfoot Park",J. H. Kaufmann,27-Jun-55,Female,"Skin
Skull "
M-169562,Thomomys umbrinus extenuatus,USA,Arizona,Cochise Co.,"14 miles northwest of Portal, Barfoot Park",J. H. Kaufmann,27-Jun-55,Male,"Skull
Skin "
M-207634,Thomomys umbrinus collinus,USA,Arizona,Cochise Co.,"14 miles south southwest of Onion Saddle, Chirachua Mountains",Sydney Anderson,27-Jun-64,Female,"Skin
Skull
Skeleton "
M-169566,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,"14 miles west of Portal, Barfoot Park",T. L. Poulson,27-Jun-55,Male,"Skin
Skull "
M-169567,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,"14 miles west of Portal, Barfoot Park",T. L. Poulson,27-Jun-55,Male,"Skin
Skull "
M-169568,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,"14 miles west of Portal, Barfoot Park",T. L. Poulson,27-Jun-55,Female,"Skin
Skull "
M-137005,Tamias sp.,USA,Arizona,Pima Co.,"17 miles east northeast of Tucson, Molino Canyon",William B. Richardson,25-May-40,Female,"Skull
Skin "
M-137006,Tamias sp.,USA,Arizona,Pima Co.,"17 miles east northeast of Tucson, Molino Canyon",William B. Richardson,25-May-40,Female,"Skull
Skin "
M-184208,Peromyscus sp.,USA,Arizona,Cochise Co.,2 miles south and 2 miles west of Portal,R. O. Langer,6-Jan-57,Female,"Skin
Skull "
M-173806,Spermophilus variegatus grammusus,USA,Arizona,Cochise Co.,"2.5 miles southwest of Portal, Sunny Flats Camp Ground",Ogilvie,15-Jul-56,Male,"Skin
Skull "
M-207627,Thomomys umbrinus collinus,USA,Arizona,Cochise Co.,"3 miles south southeast of Onion Saddle, Chiricahua Mountains",Sydney Anderson,26-Jun-64,Male,"Skin
Skull
Skeleton "
M-184185,Ammospermophilus harrisii harrisii,USA,Arizona,Pinal Co.,"3 miles south, 5 miles west of Oracle",L. A. Greenwalt,15-Jan-55,Male,"Skin
Skull "
M-173812,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,"4 miles southwest of Portal, south fork of Cave Creek",M. Martin,7-Jun-56,Male,"Skull
Skin "
M-173827,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,"4 miles southwest of Portal, south fork of Cave Creek",W. C. Miller,4-Jun-56,Male,"Skin
Skull "
M-173828,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,"4 miles southwest of Portal, south fork of Cave Creek",W. C. Miller,4-Jun-56,Male,"Skin
Skull "
M-173829,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,"4 miles southwest of Portal, south fork of Cave Creek",W. C. Miller,5-Jun-56,Female,"Skin
Skull "
M-173830,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,"4 miles southwest of Portal, south fork of Cave Creek",W. C. Miller,6-Jun-56,Male,"Skin
Skull "
M-173831,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,"4 miles southwest of Portal, south fork of Cave Creek",W. C. Miller,7-Jun-56,Female,"Skull
Skin "
M-173832,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,"4 miles southwest of Portal, south fork of Cave Creek",W. C. Miller,8-Jun-56,Male,"Skull
Skin "
M-173875,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,"4 miles southwest of Portal, South Fork of Cave Creek",M. Martin,7-Jun-56,Male,"Skull
Skin "
M-173665,Choeronycteris mexicana,USA,Arizona,Cochise Co.,"4.5 miles west southwest of Rodeo, Woods Canyon","P. S
M. Martin",29-Jul-56,Male,"Skull
Skin "
M-207632,Thomomys umbrinus collinus,USA,Arizona,Cochise Co.,"5 miles northeast of Rustler Peak, Chiricahua Mountains",Sydney Anderson,27-Jun-64,Female,"Skin
Skeleton
Skull "
M-173814,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,"5 miles south of Southwestern Research Station, Horseshoe Canyon",Paul S. Martin,4-Jul-56,Female,"Skin
Skull "
M-207626,Thomomys umbrinus collinus,USA,Arizona,Cochise Co.,"5 miles southeast of Onion Saddle, Chiricahua Mountains",Sydney Anderson,26-Jun-64,Male,"Skull
Skin
Skeleton "
M-207635,Thomomys umbrinus collinus,USA,Arizona,Cochise Co.,"5 miles southeast of Onion Saddle, Chiricahua Mountains",Sydney Anderson,27-Jun-64,Female,"Skin
Skull
Skeleton "
M-212425,Neotamias dorsalis,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,30-Jan-64,Female,Fluid
M-212426,Neotamias dorsalis,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,15-Jul-64,Female,Fluid
M-212427,Neotamias dorsalis,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,20-Dec-64,Male,Fluid
M-212428,Reithrodontomys fulvescens,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,7-Nov-63,Female,Fluid
M-212429,Reithrodontomys montanus,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,23-Jul-64,Male,Fluid
M-212430,Peromyscus boylii,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,1-Nov-63,Sex Unknown,Fluid
M-212431,Peromyscus boylii,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,1-Nov-63,Sex Unknown,Fluid
M-212432,Peromyscus boylii,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,1-Nov-63,Sex Unknown,Fluid
M-212433,Peromyscus boylii,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,1-Nov-63,Sex Unknown,Fluid
M-212434,Peromyscus boylii,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,1-Nov-63,Sex Unknown,Fluid
M-212435,Peromyscus boylii,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,1-Nov-63,Sex Unknown,Fluid
M-212436,Peromyscus boylii,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,1-Nov-63,Sex Unknown,Fluid
M-212437,Peromyscus boylii,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,1-Nov-63,Sex Unknown,Fluid
M-212438,Peromyscus boylii,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,1-Nov-63,Sex Unknown,Fluid
M-212439,Peromyscus boylii,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,1-Nov-63,Sex Unknown,Fluid
M-212440,Peromyscus boylii,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,1-Nov-63,Sex Unknown,Fluid
M-212441,Peromyscus boylii,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,1-Nov-63,Sex Unknown,Fluid
M-212442,Peromyscus boylii,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,8-Dec-63,Male,Fluid
M-212423,Notiosorex crawfordi,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,,Sex Unknown,Fluid
M-212424,Notiosorex crawfordi,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station",V. Roth,,Sex Unknown,Fluid
M-212444,Neotoma mexicana,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station, 5400 ft",V. Roth,25-Jul-64,Male,Fluid
M-212445,Neotoma mexicana,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station, 5400 ft",V. Roth,25-Jul-64,Female,Fluid
M-212446,Neotoma mexicana,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station, 5400 ft",V. Roth,16-Jul-64,Female,Fluid
M-212447,Neotoma mexicana,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station, 5400 ft",V. Roth,31-Jan-64,Male,Fluid
M-212448,Mus musculus,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station, 5400 ft",V. Roth,12-Mar-65,Male,Fluid
M-212449,Mus musculus,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station, 5400 ft",V. Roth,14-Jul-64,Female,Fluid
M-212450,Mus musculus,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station, 5400 ft",V. Roth,25-Jul-64,Male,Fluid
M-212451,Mus musculus,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station, 5400 ft",V. Roth,10-Oct-64,Female,Fluid
M-212452,Mus musculus,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station, 5400 ft",V. Roth,8-Dec-63,Male,Fluid
M-212453,Mus musculus,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station, 5400 ft",V. Roth,8-Dec-64,Male,Fluid
M-212454,Mus musculus,USA,Arizona,Cochise Co.,"5 miles southwest of Portal, Southwestern Research Station, 5400 ft",V. Roth,,Female,Fluid
M-173702,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173703,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173704,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173705,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173706,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173707,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173708,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173709,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173710,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173711,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173712,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173713,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173714,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173715,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173716,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173717,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173718,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173719,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173720,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173721,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173722,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173723,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173724,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173725,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173726,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173727,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173728,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-173729,Corynorhinus townsendii pallescens,USA,Arizona,Cochise Co.,"5 miles west of Portal, Crystal cave","P. S
M. Martin",12-Aug-56,Sex Unknown,Fluid
M-169595,Perognathus penicillatus eremicus,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station",T. L. Poulson,24-Jun-55,Male,"Skull
Skin "
M-169570,Neotoma albigula albigula,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station",T. L. Poulson,22-Jun-55,Female,"Skin
Skull "
M-169571,Neotoma albigula albigula,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station",J. H. Kaufmann,24-Jun-55,Male,"Skull
Skin "
M-169572,Neotoma albigula albigula,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station",T. L. Poulson,15-Jul-55,Female,"Skull
Skin "
M-169584,Sigmodon hispidus berlandieri,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station",J. H. Kaufmann,22-Jun-55,Male,"Skin
Skull "
M-173777,Neotoma albigula albigula,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station",Ellen Ordway,20-Mar-56,Male,"Skull
Skin "
M-173652,Tadarida brasiliensis mexicana,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station",Ellen Ordway,1-Jun-56,Male,"Skull
Skin "
M-173894,Peromyscus eremicus anthony,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station, 5400 ft",M. Martin,27-Jun-56,Male,"Skull
Skin "
M-173653,Tadarida brasiliensis mexicana,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station, 5400 ft",Ellen Ordway,14-Jun-56,Female,"Skull
Misc
Skin "
M-173654,Tadarida brasiliensis mexicana,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station, 5400 ft",Ellen Ordway,21-Jun-56,Male,"Skull
Skin "
M-173655,Tadarida brasiliensis mexicana,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station, 5400 ft",Ellen Ordway,26-Jun-56,Male,"Skull
Skin "
M-173656,Tadarida brasiliensis mexicana,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station, 5400 ft",Ellen Ordway,26-Jun-56,Male,"Skull
Skin "
M-173657,Tadarida brasiliensis mexicana,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station, 5400 ft",M. Martin,29-Jun-56,Female,"Skull
Skin "
M-173658,Tadarida brasiliensis mexicana,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station, 5400 ft",Ellen Ordway,29-Jun-56,Male,"Skull
Skin "
M-173659,Tadarida brasiliensis mexicana,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station, 5400 ft",Ellen Ordway,7-Jul-56,Male,"Skull
Skin "
M-173660,Nyctinomops macrotis,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station, 5400 ft",Ellen Ordway,23-May-56,Female,"Skull
Skin "
M-173661,Nyctinomops macrotis,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station, 5400 ft",Ellen Ordway,21-Jun-56,Female,"Skull
Misc
Skin "
M-173662,Nyctinomops macrotis,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station, 5400 ft",Ellen Ordway,20-Jun-56,Female,"Skull
Misc
Skin "
M-173663,Nyctinomops macrotis,USA,Arizona,Cochise Co.,"5 miles west of Portal, Southwestern Research Station, 5400 ft",Ellen Ordway,6-Jul-56,Female,"Skull
Misc
Skin "
